follower,followed
User_40,User_167
User_40,User_191
User_40,User_202
User_40,User_256
User_40,User_472
User_400,User_224
User_400,User_476
User_400,User_496
User_401,User_229
User_401,User_230
User_401,User_232
User_401,User_240
User_401,User_242
User_401,User_465
User_402,User_160
User_402,User_210
User_402,User_259
User_402,User_276
User_403,User_175
User_403,User_225
User_403,User_259
User_403,User_405
User_403,User_51
User_404,User_151
User_404,User_202
User_404,User_403
User_404,User_495
User_405,User_348
User_405,User_71
User_406,User_173
User_406,User_185
User_406,User_450
User_407,User_203
User_407,User_209
User_407,User_220
User_407,User_273
User_407,User_32
User_407,User_376
User_408,User_126
User_408,User_149
User_408,User_207
User_408,User_265
User_409,User_122
User_409,User_152
User_409,User_188
User_409,User_415
User_409,User_441
User_409,User_446
User_41,User_191
User_41,User_23
User_41,User_269
User_41,User_298
User_41,User_306
User_41,User_435
User_41,User_436
User_410,User_180
User_410,User_309
User_410,User_383
User_411,User_242
User_411,User_285
User_411,User_389
User_411,User_441
User_411,User_490
User_411,User_58
User_411,User_74
User_412,User_81
User_413,User_157
User_413,User_208
User_413,User_219
User_413,User_22
User_413,User_350
User_413,User_441
User_414,User_28
User_414,User_349
User_414,User_363
User_414,User_445
User_415,User_377
User_415,User_460
User_415,User_66
User_415,User_69
User_416,User_389
User_417,User_196
User_417,User_278
User_417,User_421
User_417,User_469
User_417,User_8
User_418,User_1
User_418,User_102
User_418,User_283
User_418,User_402
User_419,User_176
User_419,User_318
User_419,User_487
User_419,User_83
User_42,User_137
User_42,User_190
User_42,User_255
User_42,User_289
User_42,User_329
User_42,User_372
User_420,User_137
User_420,User_33
User_420,User_333
User_420,User_348
User_420,User_407
User_421,User_187
User_421,User_232
User_421,User_237
User_421,User_326
User_421,User_92
User_422,User_108
User_422,User_319
User_422,User_374
User_423,User_218
User_423,User_72
User_424,User_260
User_424,User_321
User_424,User_334
User_424,User_337
User_424,User_355
User_424,User_399
User_424,User_97
User_425,User_146
User_425,User_354
User_425,User_398
User_425,User_413
User_425,User_43
User_425,User_464
User_425,User_63
User_425,User_71
User_426,User_250
User_426,User_278
User_426,User_462
User_426,User_78
User_427,User_186
User_427,User_247
User_427,User_41
User_427,User_434
User_428,User_175
User_428,User_235
User_428,User_300
User_428,User_440
User_428,User_463
User_428,User_7
User_428,User_90
User_43,User_145
User_43,User_158
User_43,User_371
User_43,User_374
User_43,User_395
User_43,User_452
User_43,User_55
User_430,User_227
User_430,User_327
User_431,User_322
User_431,User_334
User_431,User_346
User_431,User_393
User_432,User_154
User_432,User_222
User_432,User_225
User_432,User_284
User_432,User_287
User_433,User_176
User_433,User_205
User_433,User_26
User_433,User_264
User_433,User_375
User_433,User_38
User_434,User_121
User_434,User_175
User_434,User_376
User_434,User_407
User_434,User_41
User_434,User_63
User_435,User_258
User_435,User_32
User_435,User_350
User_435,User_479
User_435,User_63
User_435,User_80
User_436,User_247
User_436,User_248
User_436,User_271
User_436,User_335
User_436,User_336
User_436,User_37
User_436,User_456
User_437,User_119
User_437,User_212
User_438,User_281
User_438,User_327
User_438,User_397
User_438,User_450
User_439,User_362
User_439,User_498
User_439,User_74
User_439,User_82
User_44,User_205
User_44,User_224
User_44,User_302
User_44,User_33
User_440,User_169
User_440,User_176
User_440,User_333
User_440,User_394
User_441,User_185
User_441,User_367
User_441,User_399
User_441,User_418
User_442,User_113
User_442,User_14
User_442,User_351
User_442,User_437
User_442,User_497
User_443,User_236
User_443,User_337
User_443,User_461
User_443,User_51
User_443,User_60
User_444,User_28
User_444,User_354
User_444,User_385
User_444,User_396
User_444,User_468
User_445,User_119
User_445,User_158
User_445,User_173
User_445,User_277
User_445,User_335
User_445,User_466
User_445,User_469
User_445,User_73
User_446,User_116
User_446,User_24
User_446,User_352
User_446,User_6
User_447,User_190
User_447,User_208
User_447,User_403
User_447,User_472
User_447,User_477
User_448,User_140
User_448,User_19
User_448,User_367
User_448,User_371
User_448,User_392
User_448,User_497
User_449,User_188
User_449,User_290
User_450,User_125
User_450,User_141
User_450,User_157
User_450,User_194
User_450,User_357
User_450,User_449
User_451,User_153
User_451,User_289
User_451,User_332
User_451,User_35
User_452,User_101
User_452,User_482
User_453,User_212
User_453,User_274
User_453,User_322
User_453,User_54
User_454,User_290
User_454,User_360
User_454,User_388
User_455,User_277
User_455,User_291
User_455,User_321
User_455,User_8
User_456,User_153
User_456,User_226
User_456,User_279
User_456,User_424
User_457,User_263
User_457,User_349
User_457,User_35
User_457,User_384
User_458,User_202
User_458,User_415
User_459,User_207
User_459,User_276
User_459,User_298
User_459,User_81
User_46,User_117
User_46,User_240
User_46,User_314
User_46,User_339
User_46,User_360
User_46,User_386
User_46,User_460
User_46,User_483
User_460,User_278
User_460,User_365
User_460,User_371
User_460,User_41
User_460,User_411
User_461,User_286
User_461,User_305
User_461,User_309
User_461,User_491
User_462,User_146
User_462,User_427
User_462,User_84
User_462,User_89
User_463,User_124
User_463,User_16
User_463,User_262
User_463,User_394
User_463,User_40
User_463,User_464
User_464,User_170
User_464,User_193
User_464,User_201
User_465,User_136
User_465,User_151
User_465,User_226
User_465,User_358
User_465,User_414
User_465,User_67
User_465,User_7
User_466,User_233
User_466,User_310
User_467,User_272
User_467,User_415
User_467,User_422
User_467,User_58
User_468,User_122
User_468,User_312
User_468,User_329
User_469,User_144
User_469,User_179
User_469,User_424
User_469,User_434
User_47,User_194
User_47,User_221
User_47,User_257
User_47,User_305
User_47,User_324
User_47,User_335
User_47,User_374
User_470,User_0
User_470,User_235
User_470,User_275
User_470,User_30
User_470,User_314
User_470,User_330
User_470,User_49
User_471,User_445
User_471,User_89
User_472,User_242
User_472,User_271
User_472,User_458
User_473,User_135
User_473,User_143
User_473,User_170
User_473,User_288
User_473,User_412
User_473,User_476
User_474,User_148
User_474,User_358
User_474,User_385
User_474,User_401
User_475,User_276
User_475,User_336
User_475,User_435
User_475,User_439
User_476,User_313
User_476,User_88
User_477,User_158
User_477,User_178
User_477,User_287
User_477,User_407
User_478,User_101
User_478,User_133
User_478,User_241
User_478,User_363
User_478,User_407
User_478,User_44
User_478,User_451
User_478,User_470
User_479,User_127
User_479,User_383
User_479,User_452
User_48,User_0
User_48,User_160
User_48,User_458
User_48,User_69
User_480,User_14
User_480,User_449
User_480,User_487
User_480,User_68
User_481,User_151
User_481,User_190
User_481,User_192
User_481,User_194
User_481,User_372
User_481,User_373
User_481,User_441
User_481,User_465
User_482,User_139
User_482,User_290
User_482,User_362
User_482,User_5
User_483,User_176
User_483,User_205
User_483,User_246
User_483,User_350
User_483,User_418
User_483,User_452
User_484,User_108
User_484,User_19
User_484,User_281
User_484,User_314
User_484,User_378
User_484,User_40
User_484,User_466
User_485,User_189
User_485,User_202
User_485,User_29
User_485,User_316
User_485,User_328
User_485,User_355
User_485,User_390
User_485,User_392
User_485,User_434
User_485,User_481
User_486,User_10
User_486,User_126
User_486,User_380
User_486,User_386
User_487,User_15
User_487,User_395
User_487,User_425
User_487,User_439
User_488,User_162
User_488,User_269
User_488,User_395
User_488,User_398
User_488,User_405
User_488,User_427
User_489,User_197
User_489,User_282
User_49,User_183
User_49,User_25
User_49,User_337
User_49,User_381
User_49,User_462
User_490,User_192
User_490,User_219
User_490,User_31
User_490,User_390
User_490,User_419
User_490,User_68
User_491,User_207
User_491,User_260
User_492,User_106
User_492,User_135
User_492,User_345
User_492,User_384
User_492,User_43
User_492,User_446
User_493,User_108
User_493,User_15
User_493,User_159
User_493,User_18
User_493,User_203
User_493,User_215
User_493,User_287
User_493,User_464
User_494,User_166
User_494,User_302
User_494,User_327
User_494,User_414
User_494,User_82
User_495,User_147
User_495,User_163
User_495,User_219
User_495,User_29
User_495,User_385
User_495,User_412
User_495,User_432
User_495,User_433
User_495,User_62
User_496,User_133
User_496,User_227
User_496,User_395
User_496,User_396
User_496,User_47
User_496,User_79
User_497,User_10
User_497,User_234
User_497,User_256
User_497,User_397
User_497,User_440
User_498,User_152
User_498,User_25
User_498,User_27
User_498,User_304
User_498,User_317
User_498,User_392
User_498,User_472
User_499,User_204
User_499,User_49
User_50,User_132
User_50,User_223
User_50,User_25
User_50,User_406
User_50,User_411
User_50,User_429
User_51,User_227
User_51,User_269
User_51,User_348
User_51,User_426
User_51,User_447
User_52,User_356
User_52,User_364
User_52,User_376
User_52,User_74
User_53,User_151
User_53,User_395
User_54,User_121
User_54,User_124
User_54,User_380
User_54,User_445
User_54,User_46
User_54,User_475
User_54,User_5
User_54,User_69
User_55,User_127
User_55,User_179
User_55,User_220
User_55,User_231
User_55,User_251
User_55,User_296
User_55,User_345
User_56,User_78
User_57,User_169
User_57,User_293
User_57,User_38
User_57,User_475
User_58,User_11
User_58,User_13
User_58,User_134
User_58,User_137
User_58,User_176
User_58,User_178
User_58,User_349
User_58,User_398
User_58,User_477
User_59,User_348
User_59,User_425
User_59,User_449
User_59,User_455
User_59,User_49
User_59,User_93
User_6,User_434
User_6,User_8
User_60,User_331
User_60,User_65
User_61,User_126
User_61,User_3
User_61,User_369
User_61,User_380
User_61,User_407
User_61,User_440
User_61,User_482
User_62,User_102
User_62,User_210
User_62,User_233
User_62,User_24
User_62,User_69
User_63,User_239
User_64,User_140
User_64,User_242
User_64,User_257
User_64,User_326
User_64,User_402
User_64,User_497
User_64,User_65
User_65,User_318
User_65,User_343
User_65,User_372
User_65,User_449
User_65,User_98
User_66,User_194
User_66,User_221
User_66,User_276
User_66,User_289
User_66,User_304
User_66,User_389
User_67,User_127
User_67,User_244
User_67,User_370
User_67,User_44
User_67,User_46
User_67,User_474
User_68,User_135
User_68,User_22
User_68,User_410
User_68,User_451
User_69,User_153
User_69,User_442
User_69,User_99
User_7,User_135
User_7,User_183
User_7,User_282
User_7,User_362
User_7,User_369
User_70,User_321
User_70,User_446
User_70,User_55
User_70,User_77
User_71,User_137
User_71,User_167
User_71,User_216
User_71,User_23
User_71,User_257
User_71,User_324
User_71,User_368
User_71,User_401
User_71,User_404
User_71,User_95
User_72,User_178
User_72,User_261
User_72,User_295
User_72,User_379
User_73,User_101
User_73,User_160
User_73,User_209
User_73,User_338
User_73,User_412
User_73,User_434
User_74,User_196
User_74,User_364
User_74,User_70
User_75,User_120
User_75,User_33
User_75,User_335
User_75,User_403
User_75,User_425
User_76,User_170
User_76,User_228
User_76,User_279
User_76,User_280
User_76,User_310
User_76,User_415
User_76,User_84
User_77,User_176
User_77,User_225
User_77,User_253
User_78,User_122
User_78,User_194
User_78,User_222
User_78,User_351
User_78,User_366
User_78,User_389
User_78,User_83
User_79,User_110
User_79,User_141
User_79,User_39
User_79,User_97
User_8,User_133
User_8,User_47
User_8,User_63
User_80,User_122
User_80,User_208
User_80,User_224
User_80,User_225
User_80,User_232
User_80,User_29
User_80,User_386
User_81,User_207
User_81,User_403
User_81,User_416
User_82,User_165
User_82,User_276
User_82,User_379
User_83,User_189
User_83,User_288
User_83,User_374
User_83,User_499
User_84,User_131
User_84,User_135
User_84,User_315
User_84,User_405
User_84,User_430
User_84,User_476
User_85,User_208
User_85,User_310
User_85,User_355
User_86,User_337
User_86,User_350
User_86,User_399
User_87,User_337
User_87,User_410
User_88,User_20
User_88,User_235
User_88,User_282
User_88,User_308
User_88,User_416
User_89,User_135
User_89,User_240
User_89,User_312
User_89,User_320
User_89,User_40
User_89,User_56
User_9,User_131
User_90,User_375
User_90,User_451
User_91,User_154
User_91,User_275
User_91,User_297
User_91,User_377
User_91,User_54
User_92,User_139
User_92,User_349
User_92,User_425
User_92,User_486
User_92,User_87
User_93,User_142
User_93,User_25
User_94,User_386
User_94,User_469
User_94,User_494
User_94,User_71
User_94,User_98
User_95,User_220
User_95,User_254
User_95,User_327
User_95,User_340
User_95,User_35
User_95,User_7
User_96,User_164
User_96,User_357
User_96,User_479
User_97,User_317
User_97,User_43
User_97,User_471
User_97,User_48
User_97,User_492
User_97,User_9
User_98,User_161
User_98,User_414
User_98,User_490
User_98,User_97
User_99,User_151
User_99,User_188
User_99,User_463
